id,availability,condition,description,image_link,link,title,price,sale_price,sale_price_effective_date,brand
P220512002,in stock,new,一片含足足28毫升百草精華，幫您打造健康水光肌！,https://besttour-img.ittms.com.tw/product_imgs/cyberbiz/31545614/1.jpg,https://www.bestselection.com.tw/product/P220512002/%E3%80%90MAXCOS%E7%BE%8E%E9%9B%AA%E8%94%BB%E3%80%91%E5%BE%B7%E5%9C%8B%E5%8E%9F%E8%A3%9D%20%E9%98%BF%E7%88%BE%E5%8D%91%E6%96%AF%E7%99%BE%E8%8D%89%E8%9C%82%E9%9C%B2%E7%8E%BB%E5%B0%BF%E9%85%B8%E9%9D%A2%E8%86%9C(10%E7%89%87%E7%9B%92),【MAXCOS美雪蔻】德國原裝 阿爾卑斯百草蜂露玻尿酸面膜(10片/盒),3280 TWD,2680 TWD,2680,喜鴻購物
